frontendId,fileName,catalog,title,titleCN,slug,tags,difficulty,status,similar
873,0873,0800-0899,Length of Longest Fibonacci Subsequence,最长的斐波那契子序列的长度,length-of-longest-fibonacci-subsequence,"Array|array|数组,Hash Table|hash-table|哈希表,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0509
872,0872,0800-0899,Leaf-Similar Trees,叶子相似的树,leaf-similar-trees,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Binary Tree|binary-tree|二叉树",Easy,False,
470,0470,0400-0499,Implement Rand10() Using Rand7(),用 Rand7() 实现 Rand10(),implement-rand10-using-rand7,"Math|math|数学,Rejection Sampling|rejection-sampling|拒绝采样,Probability and Statistics|probability-and-statistics|概率与统计,Randomized|randomized|随机化",Medium,False,
871,0871,0800-0899,Minimum Number of Refueling Stops,最低加油次数,minimum-number-of-refueling-stops,"Greedy|greedy|贪心,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,
870,0870,0800-0899,Advantage Shuffle,优势洗牌,advantage-shuffle,"Greedy|greedy|贪心,Array|array|数组,Two Pointers|two-pointers|双指针,Sorting|sorting|排序",Medium,False,
865,0865,0800-0899,Smallest Subtree with all the Deepest Nodes,具有所有最深节点的最小子树,smallest-subtree-with-all-the-deepest-nodes,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Hash Table|hash-table|哈希表,Binary Tree|binary-tree|二叉树",Medium,False,
869,0869,0800-0899,Reordered Power of 2,重新排序得到 2 的幂,reordered-power-of-2,"Hash Table|hash-table|哈希表,Math|math|数学,Counting|counting|计数,Enumeration|enumeration|枚举,Sorting|sorting|排序",Medium,False,
868,0868,0800-0899,Binary Gap,二进制间距,binary-gap,Bit Manipulation|bit-manipulation|位运算,Easy,False,
864,0864,0800-0899,Shortest Path to Get All Keys,获取所有钥匙的最短路径,shortest-path-to-get-all-keys,"Bit Manipulation|bit-manipulation|位运算,Breadth-First Search|breadth-first-search|广度优先搜索,Array|array|数组,Matrix|matrix|矩阵",Hard,False,
866,0866,0800-0899,Prime Palindrome,回文质数,prime-palindrome,"Math|math|数学,Number Theory|number-theory|数论",Medium,False,2081
710,0710,0700-0799,Random Pick with Blacklist,黑名单中的随机数,random-pick-with-blacklist,"Array|array|数组,Hash Table|hash-table|哈希表,Math|math|数学,Binary Search|binary-search|二分查找,Sorting|sorting|排序,Randomized|randomized|随机化",Hard,False,0398|0528|1980
867,0867,0800-0899,Transpose Matrix,转置矩阵,transpose-matrix,"Array|array|数组,Matrix|matrix|矩阵,Simulation|simulation|模拟",Easy,False,
862,0862,0800-0899,Shortest Subarray with Sum at Least K,和至少为 K 的最短子数组,shortest-subarray-with-sum-at-least-k,"Queue|queue|队列,Array|array|数组,Binary Search|binary-search|二分查找,Prefix Sum|prefix-sum|前缀和,Sliding Window|sliding-window|滑动窗口,Monotonic Queue|monotonic-queue|单调队列,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,3097|3095
861,0861,0800-0899,Score After Flipping Matrix,翻转矩阵后的得分,score-after-flipping-matrix,"Greedy|greedy|贪心,Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Matrix|matrix|矩阵",Medium,False,2128
860,0860,0800-0899,Lemonade Change,柠檬水找零,lemonade-change,"Greedy|greedy|贪心,Array|array|数组",Easy,False,
858,0858,0800-0899,Mirror Reflection,镜面反射,mirror-reflection,"Geometry|geometry|几何,Math|math|数学,Number Theory|number-theory|数论",Medium,False,
863,0863,0800-0899,All Nodes Distance K in Binary Tree,二叉树中所有距离为 K 的结点,all-nodes-distance-k-in-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Hash Table|hash-table|哈希表,Binary Tree|binary-tree|二叉树",Medium,False,2385
855,0855,0800-0899,Exam Room,考场就座,exam-room,"Design|design|设计,Ordered Set|ordered-set|有序集合,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,0849
857,0857,0800-0899,Minimum Cost to Hire K Workers,雇佣 K 名工人的最低成本,minimum-cost-to-hire-k-workers,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,2542
856,0856,0800-0899,Score of Parentheses,括号的分数,score-of-parentheses,"Stack|stack|栈,String|string|字符串",Medium,False,
859,0859,0800-0899,Buddy Strings,亲密字符串,buddy-strings,"Hash Table|hash-table|哈希表,String|string|字符串",Easy,False,1657|1790|2531
849,0849,0800-0899,Maximize Distance to Closest Person,到最近的人的最大距离,maximize-distance-to-closest-person,Array|array|数组,Medium,False,0855|2365
854,0854,0800-0899,K-Similar Strings,相似度为 K 的字符串,k-similar-strings,"Breadth-First Search|breadth-first-search|广度优先搜索,String|string|字符串",Hard,False,0765
853,0853,0800-0899,Car Fleet,车队,car-fleet,"Stack|stack|栈,Array|array|数组,Sorting|sorting|排序,Monotonic Stack|monotonic-stack|单调栈",Medium,False,1776|2211
852,0852,0800-0899,Peak Index in a Mountain Array,山脉数组的峰顶索引,peak-index-in-a-mountain-array,"Array|array|数组,Binary Search|binary-search|二分查找",Medium,False,0162|1095|1671
848,0848,0800-0899,Shifting Letters,字母移位,shifting-letters,"Array|array|数组,String|string|字符串,Prefix Sum|prefix-sum|前缀和",Medium,False,1844|2381|2734|3304|3307
846,0846,0800-0899,Hand of Straights,一手顺子,hand-of-straights,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Sorting|sorting|排序",Medium,False,
851,0851,0800-0899,Loud and Rich,喧闹和富有,loud-and-rich,"Depth-First Search|depth-first-search|深度优先搜索,Graph|graph|图,Topological Sort|topological-sort|拓扑排序,Array|array|数组",Medium,False,2392
847,0847,0800-0899,Shortest Path Visiting All Nodes,访问所有节点的最短路径,shortest-path-visiting-all-nodes,"Bit Manipulation|bit-manipulation|位运算,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩",Hard,False,3149
850,0850,0800-0899,Rectangle Area II,矩形面积 II,rectangle-area-ii,"Segment Tree|segment-tree|线段树,Array|array|数组,Ordered Set|ordered-set|有序集合,Line Sweep|line-sweep|扫描线",Hard,False,
845,0845,0800-0899,Longest Mountain in Array,数组中的最长山脉,longest-mountain-in-array,"Array|array|数组,Two Pointers|two-pointers|双指针,Dynamic Programming|dynamic-programming|动态规划,Enumeration|enumeration|枚举",Medium,False,1671|2100
840,0840,0800-0899,Magic Squares In Grid,矩阵中的幻方,magic-squares-in-grid,"Array|array|数组,Hash Table|hash-table|哈希表,Math|math|数学,Matrix|matrix|矩阵",Medium,False,1895
841,0841,0800-0899,Keys and Rooms,钥匙和房间,keys-and-rooms,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图",Medium,False,0261
843,0843,0800-0899,Guess the Word,猜猜这个单词,guess-the-word,"Array|array|数组,Math|math|数学,String|string|字符串,Game Theory|game-theory|博弈,Interactive|interactive|交互",Hard,False,
838,0838,0800-0899,Push Dominoes,推多米诺,push-dominoes,"Two Pointers|two-pointers|双指针,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
839,0839,0800-0899,Similar String Groups,相似字符串组,similar-string-groups,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Hard,False,2157
837,0837,0800-0899,New 21 Game,新 21 点,new-21-game,"Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Sliding Window|sliding-window|滑动窗口,Probability and Statistics|probability-and-statistics|概率与统计",Medium,False,
844,0844,0800-0899,Backspace String Compare,比较含退格的字符串,backspace-string-compare,"Stack|stack|栈,Two Pointers|two-pointers|双指针,String|string|字符串,Simulation|simulation|模拟",Easy,True,1598|2390
842,0842,0800-0899,Split Array into Fibonacci Sequence,将数组拆分成斐波那契序列,split-array-into-fibonacci-sequence,"String|string|字符串,Backtracking|backtracking|回溯",Medium,False,0306|0509
836,0836,0800-0899,Rectangle Overlap,矩形重叠,rectangle-overlap,"Geometry|geometry|几何,Math|math|数学",Easy,False,0223
833,0833,0800-0899,Find And Replace in String,字符串中的查找与替换,find-and-replace-in-string,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Sorting|sorting|排序",Medium,False,
834,0834,0800-0899,Sum of Distances in Tree,树中距离之和,sum-of-distances-in-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Graph|graph|图,Dynamic Programming|dynamic-programming|动态规划",Hard,False,0979|2049|2603|2925|3067|3241
832,0832,0800-0899,Flipping an Image,翻转图像,flipping-an-image,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Two Pointers|two-pointers|双指针,Matrix|matrix|矩阵,Simulation|simulation|模拟",Easy,False,
622,0622,0600-0699,Design Circular Queue,设计循环队列,design-circular-queue,"Design|design|设计,Queue|queue|队列,Array|array|数组,Linked List|linked-list|链表",Medium,True,0641|1670
489,0489,0400-0499,Robot Room Cleaner,扫地机器人,robot-room-cleaner,"Backtracking|backtracking|回溯,Interactive|interactive|交互",Hard,False,0286|1778|1810|2061
830,0830,0800-0899,Positions of Large Groups,较大分组的位置,positions-of-large-groups,String|string|字符串,Easy,False,2138
835,0835,0800-0899,Image Overlap,图像重叠,image-overlap,"Array|array|数组,Matrix|matrix|矩阵",Medium,False,
831,0831,0800-0899,Masking Personal Information,隐藏个人信息,masking-personal-information,String|string|字符串,Medium,False,
828,0828,0800-0899,Count Unique Characters of All Substrings of a Given String,统计子串中的唯一字符,count-unique-characters-of-all-substrings-of-a-given-string,"Hash Table|hash-table|哈希表,String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Hard,False,2262
641,0641,0600-0699,Design Circular Deque,设计循环双端队列,design-circular-deque,"Design|design|设计,Queue|queue|队列,Array|array|数组,Linked List|linked-list|链表",Medium,True,0622|1670
826,0826,0800-0899,Most Profit Assigning Work,安排工作以达到最大收益,most-profit-assigning-work,"Greedy|greedy|贪心,Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Medium,False,2071|2300|2410
824,0824,0800-0899,Goat Latin,山羊拉丁文,goat-latin,String|string|字符串,Easy,False,
829,0829,0800-0899,Consecutive Numbers Sum,连续整数求和,consecutive-numbers-sum,"Math|math|数学,Enumeration|enumeration|枚举",Hard,False,
827,0827,0800-0899,Making A Large Island,最大人工岛,making-a-large-island,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Matrix|matrix|矩阵",Hard,False,
825,0825,0800-0899,Friends Of Appropriate Ages,适龄的朋友,friends-of-appropriate-ages,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Medium,False,
823,0823,0800-0899,Binary Trees With Factors,带因子的二叉树,binary-trees-with-factors,"Array|array|数组,Hash Table|hash-table|哈希表,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Medium,False,
820,0820,0800-0899,Short Encoding of Words,单词的压缩编码,short-encoding-of-words,"Trie|trie|字典树,Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Medium,False,
708,0708,0700-0799,Insert into a Sorted Circular Linked List,循环有序列表的插入,insert-into-a-sorted-circular-linked-list,Linked List|linked-list|链表,Medium,False,0147
707,0707,0700-0799,Design Linked List,设计链表,design-linked-list,"Design|design|设计,Linked List|linked-list|链表",Medium,True,1206
822,0822,0800-0899,Card Flipping Game,翻转卡片游戏,card-flipping-game,"Array|array|数组,Hash Table|hash-table|哈希表",Medium,False,
817,0817,0800-0899,Linked List Components,链表组件,linked-list-components,"Array|array|数组,Hash Table|hash-table|哈希表,Linked List|linked-list|链表",Medium,False,2181
821,0821,0800-0899,Shortest Distance to a Character,字符的最短距离,shortest-distance-to-a-character,"Array|array|数组,Two Pointers|two-pointers|双指针,String|string|字符串",Easy,False,2399
818,0818,0800-0899,Race Car,赛车,race-car,Dynamic Programming|dynamic-programming|动态规划,Hard,False,
814,0814,0800-0899,Binary Tree Pruning,二叉树剪枝,binary-tree-pruning,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Binary Tree|binary-tree|二叉树",Medium,False,
819,0819,0800-0899,Most Common Word,最常见的单词,most-common-word,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数",Easy,False,
816,0816,0800-0899,Ambiguous Coordinates,模糊坐标,ambiguous-coordinates,"String|string|字符串,Backtracking|backtracking|回溯,Enumeration|enumeration|枚举",Medium,False,
813,0813,0800-0899,Largest Sum of Averages,最大平均值和的分组,largest-sum-of-averages,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Prefix Sum|prefix-sum|前缀和",Medium,False,
815,0815,0800-0899,Bus Routes,公交路线,bus-routes,"Breadth-First Search|breadth-first-search|广度优先搜索,Array|array|数组,Hash Table|hash-table|哈希表",Hard,False,2361
809,0809,0800-0899,Expressive Words,情感丰富的文字,expressive-words,"Array|array|数组,Two Pointers|two-pointers|双指针,String|string|字符串",Medium,False,
811,0811,0800-0899,Subdomain Visit Count,子域名访问计数,subdomain-visit-count,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数",Medium,False,
810,0810,0800-0899,Chalkboard XOR Game,黑板异或游戏,chalkboard-xor-game,"Bit Manipulation|bit-manipulation|位运算,Brainteaser|brainteaser|脑筋急转弯,Array|array|数组,Math|math|数学,Game Theory|game-theory|博弈",Hard,False,
808,0808,0800-0899,Soup Servings,分汤,soup-servings,"Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Probability and Statistics|probability-and-statistics|概率与统计",Medium,False,
812,0812,0800-0899,Largest Triangle Area,最大三角形面积,largest-triangle-area,"Geometry|geometry|几何,Array|array|数组,Math|math|数学",Easy,False,0976
806,0806,0800-0899,Number of Lines To Write String,写字符串需要的行数,number-of-lines-to-write-string,"Array|array|数组,String|string|字符串",Easy,False,
804,0804,0800-0899,Unique Morse Code Words,唯一摩尔斯密码词,unique-morse-code-words,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Easy,False,
803,0803,0800-0899,Bricks Falling When Hit,打砖块,bricks-falling-when-hit,"Union Find|union-find|并查集,Array|array|数组,Matrix|matrix|矩阵",Hard,False,1970|2184
802,0802,0800-0899,Find Eventual Safe States,找到最终的安全状态,find-eventual-safe-states,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Topological Sort|topological-sort|拓扑排序",Medium,False,2392
807,0807,0800-0899,Max Increase to Keep City Skyline,保持城市天际线,max-increase-to-keep-city-skyline,"Greedy|greedy|贪心,Array|array|数组,Matrix|matrix|矩阵",Medium,False,
801,0801,0800-0899,Minimum Swaps To Make Sequences Increasing,使序列递增的最小交换次数,minimum-swaps-to-make-sequences-increasing,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,2111|2934
805,0805,0800-0899,Split Array With Same Average,数组的均值分割,split-array-with-same-average,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩",Hard,False,2035|2256
800,0800,0800-0899,Similar RGB Color,相似 RGB 颜色,similar-rgb-color,"Math|math|数学,String|string|字符串,Enumeration|enumeration|枚举",Easy,False,
706,0706,0700-0799,Design HashMap,设计哈希映射,design-hashmap,"Design|design|设计,Array|array|数组,Hash Table|hash-table|哈希表,Linked List|linked-list|链表,Hash Function|hash-function|哈希函数",Easy,True,0705|1206
705,0705,0700-0799,Design HashSet,设计哈希集合,design-hashset,"Design|design|设计,Array|array|数组,Hash Table|hash-table|哈希表,Linked List|linked-list|链表,Hash Function|hash-function|哈希函数",Easy,True,0706|1206
796,0796,0700-0799,Rotate String,旋转字符串,rotate-string,"String|string|字符串,String Matching|string-matching|字符串匹配",Easy,False,
798,0798,0700-0799,Smallest Rotation with Highest Score,得分最高的最小轮调,smallest-rotation-with-highest-score,"Array|array|数组,Prefix Sum|prefix-sum|前缀和",Hard,False,
797,0797,0700-0799,All Paths From Source to Target,所有可能的路径,all-paths-from-source-to-target,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Backtracking|backtracking|回溯",Medium,False,1976|2328
799,0799,0700-0799,Champagne Tower,香槟塔,champagne-tower,Dynamic Programming|dynamic-programming|动态规划,Medium,False,2189
795,0795,0700-0799,Number of Subarrays with Bounded Maximum,区间子数组个数,number-of-subarrays-with-bounded-maximum,"Array|array|数组,Two Pointers|two-pointers|双指针",Medium,False,2488|3113
793,0793,0700-0799,Preimage Size of Factorial Zeroes Function,阶乘函数后 K 个零,preimage-size-of-factorial-zeroes-function,"Math|math|数学,Binary Search|binary-search|二分查找",Hard,False,0172
791,0791,0700-0799,Custom Sort String,自定义字符串排序,custom-sort-string,"Hash Table|hash-table|哈希表,String|string|字符串,Sorting|sorting|排序",Medium,False,2545
790,0790,0700-0799,Domino and Tromino Tiling,多米诺和托米诺平铺,domino-and-tromino-tiling,Dynamic Programming|dynamic-programming|动态规划,Medium,False,
792,0792,0700-0799,Number of Matching Subsequences,匹配子序列的单词数,number-of-matching-subsequences,"Trie|trie|字典树,Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Binary Search|binary-search|二分查找,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Medium,False,0392|1055|2062
794,0794,0700-0799,Valid Tic-Tac-Toe State,有效的井字游戏,valid-tic-tac-toe-state,"Array|array|数组,Matrix|matrix|矩阵",Medium,False,0348
789,0789,0700-0799,Escape The Ghosts,逃脱阻碍者,escape-the-ghosts,"Array|array|数组,Math|math|数学",Medium,False,1728
785,0785,0700-0799,Is Graph Bipartite?,判断二分图,is-graph-bipartite,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Graph|graph|图",Medium,False,2493
787,0787,0700-0799,Cheapest Flights Within K Stops,K 站中转内最便宜的航班,cheapest-flights-within-k-stops,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Dynamic Programming|dynamic-programming|动态规划,Shortest Path|shortest-path|最短路,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,0568|2093
788,0788,0700-0799,Rotated Digits,旋转数字,rotated-digits,"Math|math|数学,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
786,0786,0700-0799,K-th Smallest Prime Fraction,第 K 个最小的质数分数,k-th-smallest-prime-fraction,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,0378|0668|0719
782,0782,0700-0799,Transform to Chessboard,变为棋盘,transform-to-chessboard,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Math|math|数学,Matrix|matrix|矩阵",Hard,False,3189
780,0780,0700-0799,Reaching Points,到达终点,reaching-points,Math|math|数学,Hard,False,2400|2543|2849
784,0784,0700-0799,Letter Case Permutation,字母大小写全排列,letter-case-permutation,"Bit Manipulation|bit-manipulation|位运算,String|string|字符串,Backtracking|backtracking|回溯",Medium,False,0078|1087
783,0783,0700-0799,Minimum Distance Between BST Nodes,二叉搜索树节点最小距离,minimum-distance-between-bst-nodes,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Search Tree|binary-search-tree|二叉搜索树,Binary Tree|binary-tree|二叉树",Easy,True,0094
781,0781,0700-0799,Rabbits in Forest,森林中的兔子,rabbits-in-forest,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Math|math|数学",Medium,False,
779,0779,0700-0799,K-th Symbol in Grammar,第K个语法符号,k-th-symbol-in-grammar,"Bit Manipulation|bit-manipulation|位运算,Recursion|recursion|递归,Math|math|数学",Medium,False,
704,0704,0700-0799,Binary Search,二分查找,binary-search,"Array|array|数组,Binary Search|binary-search|二分查找",Easy,True,0702|2529
777,0777,0700-0799,Swap Adjacent in LR String,在LR字符串中交换相邻字符,swap-adjacent-in-lr-string,"Two Pointers|two-pointers|双指针,String|string|字符串",Medium,False,2337
778,0778,0700-0799,Swim in Rising Water,水位上升的泳池中游泳,swim-in-rising-water,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Binary Search|binary-search|二分查找,Matrix|matrix|矩阵,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,1631
775,0775,0700-0799,Global and Local Inversions,全局倒置与局部倒置,global-and-local-inversions,"Array|array|数组,Math|math|数学",Medium,False,
703,0703,0700-0799,Kth Largest Element in a Stream,数据流中的第 K 大元素,kth-largest-element-in-a-stream,"Tree|tree|树,Design|design|设计,Binary Search Tree|binary-search-tree|二叉搜索树,Binary Tree|binary-tree|二叉树,Data Stream|data-stream|数据流,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Easy,True,0215|1825|2102
776,0776,0700-0799,Split BST,拆分二叉搜索树,split-bst,"Tree|tree|树,Binary Search Tree|binary-search-tree|二叉搜索树,Recursion|recursion|递归,Binary Tree|binary-tree|二叉树",Medium,False,0450
773,0773,0700-0799,Sliding Puzzle,滑动谜题,sliding-puzzle,"Breadth-First Search|breadth-first-search|广度优先搜索,Array|array|数组,Matrix|matrix|矩阵",Hard,False,
774,0774,0700-0799,Minimize Max Distance to Gas Station,最小化去加油站的最大距离,minimize-max-distance-to-gas-station,"Array|array|数组,Binary Search|binary-search|二分查找",Hard,False,0875
702,0702,0700-0799,Search in a Sorted Array of Unknown Size,搜索长度未知的有序数组,search-in-a-sorted-array-of-unknown-size,"Array|array|数组,Binary Search|binary-search|二分查找,Interactive|interactive|交互",Medium,False,0704|1533
772,0772,0700-0799,Basic Calculator III,基本计算器 III,basic-calculator-iii,"Stack|stack|栈,Recursion|recursion|递归,Math|math|数学,String|string|字符串",Hard,True,0224|0227|0770|1597
700,0700,0700-0799,Search in a Binary Search Tree,二叉搜索树中的搜索,search-in-a-binary-search-tree,"Tree|tree|树,Binary Search Tree|binary-search-tree|二叉搜索树,Binary Tree|binary-tree|二叉树",Easy,True,0270|0701|2476
768,0768,0700-0799,Max Chunks To Make Sorted II,最多能完成排序的块 II,max-chunks-to-make-sorted-ii,"Stack|stack|栈,Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序,Monotonic Stack|monotonic-stack|单调栈",Hard,False,0769
701,0701,0700-0799,Insert into a Binary Search Tree,二叉搜索树中的插入操作,insert-into-a-binary-search-tree,"Tree|tree|树,Binary Search Tree|binary-search-tree|二叉搜索树,Binary Tree|binary-tree|二叉树",Medium,True,0700
769,0769,0700-0799,Max Chunks To Make Sorted,最多能完成排序的块,max-chunks-to-make-sorted,"Stack|stack|栈,Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序,Monotonic Stack|monotonic-stack|单调栈",Medium,False,0768
766,0766,0700-0799,Toeplitz Matrix,托普利茨矩阵,toeplitz-matrix,"Array|array|数组,Matrix|matrix|矩阵",Easy,False,0422
771,0771,0700-0799,Jewels and Stones,宝石与石头,jewels-and-stones,"Hash Table|hash-table|哈希表,String|string|字符串",Easy,False,
770,0770,0700-0799,Basic Calculator IV,基本计算器 IV,basic-calculator-iv,"Stack|stack|栈,Recursion|recursion|递归,Hash Table|hash-table|哈希表,Math|math|数学,String|string|字符串",Hard,False,0736|0772
590,0590,0500-0599,N-ary Tree Postorder Traversal,N 叉树的后序遍历,n-ary-tree-postorder-traversal,"Stack|stack|栈,Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索",Easy,True,0145|0429|0589
767,0767,0700-0799,Reorganize String,重构字符串,reorganize-string,"Greedy|greedy|贪心,Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,0358|0621|1405
765,0765,0700-0799,Couples Holding Hands,情侣牵手,couples-holding-hands,"Greedy|greedy|贪心,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Graph|graph|图",Hard,False,0041|0268|0854
427,0427,0400-0499,Construct Quad Tree,建立四叉树,construct-quad-tree,"Tree|tree|树,Array|array|数组,Divide and Conquer|divide-and-conquer|分治,Matrix|matrix|矩阵",Medium,True,
589,0589,0500-0599,N-ary Tree Preorder Traversal,N 叉树的前序遍历,n-ary-tree-preorder-traversal,"Stack|stack|栈,Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索",Easy,True,0144|0429|0590
559,0559,0500-0599,Maximum Depth of N-ary Tree,N 叉树的最大深度,maximum-depth-of-n-ary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索",Easy,True,0104|2039|3249
558,0558,0500-0599,Logical OR of Two Binary Grids Represented as Quad-Trees,四叉树交集,logical-or-of-two-binary-grids-represented-as-quad-trees,"Tree|tree|树,Divide and Conquer|divide-and-conquer|分治",Medium,False,
431,0431,0400-0499,Encode N-ary Tree to Binary Tree,将 N 叉树编码为二叉树,encode-n-ary-tree-to-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Design|design|设计,Binary Tree|binary-tree|二叉树",Hard,False,0428
762,0762,0700-0799,Prime Number of Set Bits in Binary Representation,二进制表示中质数个计算置位,prime-number-of-set-bits-in-binary-representation,"Bit Manipulation|bit-manipulation|位运算,Math|math|数学",Easy,False,0191
764,0764,0700-0799,Largest Plus Sign,最大加号标志,largest-plus-sign,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,0221
763,0763,0700-0799,Partition Labels,划分字母区间,partition-labels,"Greedy|greedy|贪心,Hash Table|hash-table|哈希表,Two Pointers|two-pointers|双指针,String|string|字符串",Medium,True,0056|2405
761,0761,0700-0799,Special Binary String,特殊的二进制序列,special-binary-string,"Recursion|recursion|递归,String|string|字符串",Hard,False,0678|2533
428,0428,0400-0499,Serialize and Deserialize N-ary Tree,序列化和反序列化 N 叉树,serialize-and-deserialize-n-ary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,String|string|字符串",Hard,False,0297|0449|0431
429,0429,0400-0499,N-ary Tree Level Order Traversal,N 叉树的层序遍历,n-ary-tree-level-order-traversal,"Tree|tree|树,Breadth-First Search|breadth-first-search|广度优先搜索",Medium,False,0102|0589|0590|2039
430,0430,0400-0499,Flatten a Multilevel Doubly Linked List,扁平化多级双向链表,flatten-a-multilevel-doubly-linked-list,"Depth-First Search|depth-first-search|深度优先搜索,Linked List|linked-list|链表,Doubly-Linked List|doubly-linked-list|双向链表",Medium,True,0114|1660
760,0760,0700-0799,Find Anagram Mappings,找出变位映射,find-anagram-mappings,"Array|array|数组,Hash Table|hash-table|哈希表",Easy,False,
757,0757,0700-0799,Set Intersection Size At Least Two,设置交集大小至少为2,set-intersection-size-at-least-two,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序",Hard,False,
